toxicity_regime,n_steps,mean_pnl,final_pnl_last_step,fill_rate_bid,fill_rate_ask,avg_adverse_selection_cost,avg_realized_spread_component,avg_markout,median_markout,mean_inventory_abs,run_id,use_hawkes,A,k,markout_horizon_steps
low_toxicity,7722,5209.249197380212,7774.177245,0.03418803418803419,0.029396529396529397,0.26304713804713803,0.2622539497539498,-0.16547861507128309,-0.165,359.5247345247345,hawkes__A_0.12__k_6.0__h_5,True,0.12,6.0,5
medium_toxicity,7722,5093.875917651516,7784.87104,0.03341103341103341,0.03470603470603471,0.27758352758352756,0.281015281015281,-0.16292775665399237,-0.165,362.84317534317535,hawkes__A_0.12__k_6.0__h_5,True,0.12,6.0,5
high_toxicity,7956,3842.5002668658867,7757.580325,0.05153343388637506,0.0563097033685269,0.4421348667672197,0.4447429612870789,-0.16382867132867132,-0.165,313.1724484665661,hawkes__A_0.12__k_6.0__h_5,True,0.12,6.0,5
