ts,open,high,low,close,volume,n_trades,vwap
2024-06-03 15:00:28+00:00,193.87,193.87,193.87,193.87,100,1,193.87
2024-06-03 15:00:29+00:00,,,,,0,0,
2024-06-03 15:00:30+00:00,193.87,193.87,193.87,193.87,89,2,193.87
2024-06-03 15:00:31+00:00,,,,,0,0,
2024-06-03 15:00:32+00:00,193.86,193.86,193.85,193.85,820,16,193.85526829268292
2024-06-03 15:00:33+00:00,,,,,0,0,
2024-06-03 15:00:34+00:00,,,,,0,0,
2024-06-03 15:00:35+00:00,193.85,193.85,193.85,193.85,850,7,193.85000000000002
2024-06-03 15:00:36+00:00,,,,,0,0,
2024-06-03 15:00:37+00:00,193.85,193.85,193.85,193.85,308,7,193.85000000000002
2024-06-03 15:00:38+00:00,,,,,0,0,
2024-06-03 15:00:39+00:00,193.85,193.85,193.84,193.84,408,5,193.8449019607843
2024-06-03 15:00:40+00:00,193.85,193.85,193.85,193.85,50,3,193.85
2024-06-03 15:00:41+00:00,,,,,0,0,
2024-06-03 15:00:42+00:00,,,,,0,0,
2024-06-03 15:00:43+00:00,,,,,0,0,
2024-06-03 15:00:44+00:00,193.86,193.86,193.86,193.86,806,13,193.86
2024-06-03 15:00:45+00:00,193.88,193.88,193.87,193.88,1058,15,193.87856332703214
2024-06-03 15:00:46+00:00,,,,,0,0,
2024-06-03 15:00:47+00:00,193.89,193.91,193.89,193.91,2182,12,193.9036342804766
2024-06-03 15:00:48+00:00,193.92,193.92,193.9,193.9,598,10,193.91964882943142
2024-06-03 15:00:49+00:00,193.89,193.89,193.89,193.89,400,5,193.89
2024-06-03 15:00:50+00:00,193.89,193.89,193.89,193.89,100,1,193.89
2024-06-03 15:00:51+00:00,193.93,193.94,193.93,193.94,1363,11,193.9346735143067
2024-06-03 15:00:52+00:00,193.925,193.94,193.925,193.94,400,4,193.93625
2024-06-03 15:00:53+00:00,193.93,193.94,193.93,193.94,765,6,193.93287581699346
2024-06-03 15:00:54+00:00,193.96,193.96,193.96,193.96,278,7,193.95999999999998
2024-06-03 15:00:55+00:00,193.96,193.96,193.94,193.94,490,10,193.95408163265307
2024-06-03 15:00:56+00:00,193.93,193.93,193.93,193.93,187,4,193.92999999999998
2024-06-03 15:00:57+00:00,193.93,193.93,193.92,193.92,27,3,193.9203703703704
2024-06-03 15:00:58+00:00,,,,,0,0,
2024-06-03 15:00:59+00:00,193.945,193.945,193.94,193.94,228,3,193.94219298245613
2024-06-03 15:01:00+00:00,,,,,0,0,
2024-06-03 15:01:01+00:00,193.94,193.94,193.94,193.94,75,2,193.94
2024-06-03 15:01:02+00:00,193.945,193.945,193.945,193.945,35,1,193.945
2024-06-03 15:01:03+00:00,193.94,193.94,193.94,193.94,200,2,193.94
2024-06-03 15:01:04+00:00,193.94,193.95,193.93,193.94,1721,25,193.94384660081346
2024-06-03 15:01:05+00:00,193.92,193.92,193.92,193.92,642,7,193.92
2024-06-03 15:01:06+00:00,193.92,193.93,193.91,193.91,964,17,193.9204253112033
2024-06-03 15:01:07+00:00,193.91,193.92,193.91,193.92,327,6,193.9191743119266
2024-06-03 15:01:08+00:00,193.93,193.94,193.93,193.94,203,4,193.93507389162562
2024-06-03 15:01:09+00:00,,,,,0,0,
2024-06-03 15:01:10+00:00,193.93,193.93,193.93,193.93,25,1,193.93
2024-06-03 15:01:11+00:00,,,,,0,0,
2024-06-03 15:01:12+00:00,,,,,0,0,
2024-06-03 15:01:13+00:00,193.94,193.94,193.94,193.94,1,1,193.94
2024-06-03 15:01:14+00:00,,,,,0,0,
2024-06-03 15:01:15+00:00,193.93,193.94,193.93,193.94,4,2,193.9375
2024-06-03 15:01:16+00:00,193.93,193.93,193.93,193.93,200,2,193.93
2024-06-03 15:01:17+00:00,193.94,193.94,193.94,193.94,604,12,193.94
2024-06-03 15:01:18+00:00,193.94,193.94,193.94,193.94,356,9,193.94
2024-06-03 15:01:19+00:00,,,,,0,0,
2024-06-03 15:01:20+00:00,193.95,193.96,193.95,193.96,293,9,193.95931740614333
2024-06-03 15:01:21+00:00,193.97,193.99,193.97,193.99,1561,13,193.97910954516337
2024-06-03 15:01:22+00:00,193.99,193.99,193.99,193.99,1,1,193.99
2024-06-03 15:01:23+00:00,,,,,0,0,
2024-06-03 15:01:24+00:00,,,,,0,0,
2024-06-03 15:01:25+00:00,193.98,193.98,193.98,193.98,369,4,193.98
2024-06-03 15:01:26+00:00,,,,,0,0,
2024-06-03 15:01:27+00:00,193.98,193.98,193.98,193.98,101,2,193.98
2024-06-03 15:01:28+00:00,194.0,194.01,194.0,194.01,1346,18,194.00033432392274
2024-06-03 15:01:29+00:00,194.02,194.02,194.02,194.02,98,3,194.01999999999998
2024-06-03 15:01:30+00:00,194.02,194.02,194.02,194.02,338,7,194.02000000000004
2024-06-03 15:01:31+00:00,194.01,194.01,194.01,194.01,725,8,194.01
2024-06-03 15:01:32+00:00,194.02,194.02,194.02,194.02,887,12,194.01999999999998
2024-06-03 15:01:33+00:00,194.01,194.01,194.0,194.0,1187,17,194.00492839090143
2024-06-03 15:01:34+00:00,193.99,193.99,193.99,193.99,23,1,193.99
2024-06-03 15:01:35+00:00,,,,,0,0,
2024-06-03 15:01:36+00:00,193.98,193.98,193.98,193.98,1277,18,193.98
2024-06-03 15:01:37+00:00,,,,,0,0,
2024-06-03 15:01:38+00:00,193.98,193.99,193.98,193.99,275,6,193.98814545454545
2024-06-03 15:01:39+00:00,,,,,0,0,
2024-06-03 15:01:40+00:00,193.98,193.98,193.92,193.92,1531,30,193.93519268451993
2024-06-03 15:01:41+00:00,193.93,193.93,193.93,193.93,195,3,193.92999999999998
2024-06-03 15:01:42+00:00,193.94,193.94,193.92,193.92,228,4,193.92026315789474
2024-06-03 15:01:43+00:00,193.92,193.92,193.92,193.92,100,1,193.92
2024-06-03 15:01:44+00:00,,,,,0,0,
2024-06-03 15:01:45+00:00,193.915,193.915,193.915,193.915,16,1,193.915
2024-06-03 15:01:46+00:00,193.91,193.91,193.91,193.91,604,13,193.90999999999997
2024-06-03 15:01:47+00:00,193.91,193.91,193.9,193.9,584,10,193.90169520547948
2024-06-03 15:01:48+00:00,193.9,193.915,193.9,193.91,165,8,193.9089696969697
2024-06-03 15:01:49+00:00,193.92,193.92,193.92,193.92,503,6,193.92
2024-06-03 15:01:50+00:00,193.935,193.935,193.93,193.93,123,2,193.9340650406504
2024-06-03 15:01:51+00:00,,,,,0,0,
2024-06-03 15:01:52+00:00,,,,,0,0,
2024-06-03 15:01:53+00:00,,,,,0,0,
2024-06-03 15:01:54+00:00,,,,,0,0,
2024-06-03 15:01:55+00:00,193.94,193.94,193.93,193.94,445,9,193.9372584269663
2024-06-03 15:01:56+00:00,193.94,193.94,193.93,193.93,634,10,193.93195583596216
2024-06-03 15:01:57+00:00,,,,,0,0,
2024-06-03 15:01:58+00:00,193.93,193.93,193.93,193.93,200,2,193.93
2024-06-03 15:01:59+00:00,193.94,193.94,193.94,193.94,3,1,193.93999999999997
2024-06-03 15:02:00+00:00,193.92,193.93,193.92,193.93,103,3,193.92009708737865
2024-06-03 15:02:01+00:00,193.93,193.96,193.93,193.96,1879,37,193.94733634912188
2024-06-03 15:02:02+00:00,,,,,0,0,
2024-06-03 15:02:03+00:00,193.97,193.99,193.97,193.99,770,9,193.97837662337662
2024-06-03 15:02:04+00:00,,,,,0,0,
2024-06-03 15:02:05+00:00,,,,,0,0,
2024-06-03 15:02:06+00:00,,,,,0,0,
2024-06-03 15:02:07+00:00,193.99,193.99,193.99,193.99,225,3,193.99
2024-06-03 15:02:08+00:00,193.98,193.98,193.97,193.98,725,15,193.9796551724138
2024-06-03 15:02:09+00:00,193.96,193.96,193.92,193.92,842,17,193.93583135391924
2024-06-03 15:02:10+00:00,193.92,193.93,193.91,193.93,757,14,193.9140819022457
2024-06-03 15:02:11+00:00,,,,,0,0,
2024-06-03 15:02:12+00:00,193.94,193.97,193.94,193.97,44,3,193.95113636363638
2024-06-03 15:02:13+00:00,193.95,193.96,193.95,193.96,206,6,193.95004854368932
2024-06-03 15:02:14+00:00,193.96,193.96,193.96,193.96,1,1,193.96
2024-06-03 15:02:15+00:00,193.95,193.95,193.95,193.95,2,1,193.95
2024-06-03 15:02:16+00:00,193.95,193.95,193.93,193.93,172,6,193.93918604651162
2024-06-03 15:02:17+00:00,,,,,0,0,
2024-06-03 15:02:18+00:00,193.93,193.93,193.93,193.93,78,3,193.93
2024-06-03 15:02:19+00:00,193.92,193.92,193.92,193.92,103,2,193.92
2024-06-03 15:02:20+00:00,193.92,193.92,193.9,193.9,427,7,193.9127400468384
2024-06-03 15:02:21+00:00,,,,,0,0,
2024-06-03 15:02:22+00:00,,,,,0,0,
2024-06-03 15:02:23+00:00,193.9,193.9,193.88,193.89,2696,31,193.88810830860533
2024-06-03 15:02:24+00:00,193.88,193.89,193.88,193.89,463,7,193.88097192224623
2024-06-03 15:02:25+00:00,193.9,193.94,193.9,193.94,1615,20,193.90851393188854
2024-06-03 15:02:26+00:00,193.94,193.94,193.94,193.94,20,1,193.94
2024-06-03 15:02:27+00:00,,,,,0,0,
2024-06-03 15:02:28+00:00,,,,,0,0,
2024-06-03 15:02:29+00:00,193.95,193.95,193.95,193.95,6,2,193.94999999999996
2024-06-03 15:02:30+00:00,,,,,0,0,
2024-06-03 15:02:31+00:00,193.94,193.94,193.93,193.93,600,11,193.93333333333334
2024-06-03 15:02:32+00:00,193.92,193.93,193.92,193.93,345,5,193.92291304347825
2024-06-03 15:02:33+00:00,,,,,0,0,
2024-06-03 15:02:34+00:00,,,,,0,0,
2024-06-03 15:02:35+00:00,193.95,193.95,193.95,193.95,100,2,193.95
2024-06-03 15:02:36+00:00,193.94,193.94,193.94,193.94,108,4,193.93999999999997
2024-06-03 15:02:37+00:00,193.95,193.95,193.95,193.95,400,7,193.95
2024-06-03 15:02:38+00:00,193.96,193.97,193.96,193.97,276,7,193.9600724637681
2024-06-03 15:02:39+00:00,193.97,193.97,193.97,193.97,198,5,193.97
2024-06-03 15:02:40+00:00,,,,,0,0,
2024-06-03 15:02:41+00:00,193.96,193.96,193.96,193.96,2,1,193.96
2024-06-03 15:02:42+00:00,,,,,0,0,
2024-06-03 15:02:43+00:00,,,,,0,0,
2024-06-03 15:02:44+00:00,,,,,0,0,
2024-06-03 15:02:45+00:00,,,,,0,0,
2024-06-03 15:02:46+00:00,,,,,0,0,
2024-06-03 15:02:47+00:00,193.97,193.97,193.97,193.97,584,7,193.97
2024-06-03 15:02:48+00:00,193.97,193.97,193.97,193.97,180,4,193.97
2024-06-03 15:02:49+00:00,193.97,193.97,193.97,193.97,300,3,193.97
2024-06-03 15:02:50+00:00,,,,,0,0,
2024-06-03 15:02:51+00:00,193.98,193.98,193.96,193.96,2183,25,193.9754191479615
2024-06-03 15:02:52+00:00,,,,,0,0,
2024-06-03 15:02:53+00:00,,,,,0,0,
2024-06-03 15:02:54+00:00,193.96,193.96,193.96,193.96,166,3,193.96
2024-06-03 15:02:55+00:00,,,,,0,0,
2024-06-03 15:02:56+00:00,,,,,0,0,
2024-06-03 15:02:57+00:00,193.96,193.96,193.96,193.96,4,1,193.96
2024-06-03 15:02:58+00:00,,,,,0,0,
2024-06-03 15:02:59+00:00,193.96,193.96,193.96,193.96,107,3,193.96
2024-06-03 15:03:00+00:00,193.95,193.95,193.94,193.94,800,8,193.94875
2024-06-03 15:03:01+00:00,193.94,193.94,193.94,193.94,410,7,193.94
2024-06-03 15:03:02+00:00,193.94,193.94,193.94,193.94,115,2,193.94
2024-06-03 15:03:03+00:00,193.95,193.95,193.95,193.95,125,2,193.95
2024-06-03 15:03:04+00:00,193.95,193.95,193.95,193.95,103,3,193.95000000000002
2024-06-03 15:03:05+00:00,193.93,193.93,193.92,193.92,106,3,193.92943396226414
2024-06-03 15:03:06+00:00,193.94,193.94,193.94,193.94,300,4,193.94
2024-06-03 15:03:07+00:00,,,,,0,0,
2024-06-03 15:03:08+00:00,,,,,0,0,
2024-06-03 15:03:09+00:00,193.96,193.96,193.96,193.96,3,1,193.96
2024-06-03 15:03:10+00:00,,,,,0,0,
2024-06-03 15:03:11+00:00,,,,,0,0,
2024-06-03 15:03:12+00:00,,,,,0,0,
2024-06-03 15:03:13+00:00,,,,,0,0,
2024-06-03 15:03:14+00:00,,,,,0,0,
2024-06-03 15:03:15+00:00,,,,,0,0,
2024-06-03 15:03:16+00:00,193.94,193.94,193.9,193.9,2074,29,193.9250867888139
2024-06-03 15:03:17+00:00,,,,,0,0,
2024-06-03 15:03:18+00:00,193.9,193.93,193.9,193.92,301,3,193.90674418604652
2024-06-03 15:03:19+00:00,193.91,193.91,193.91,193.91,2,1,193.91
2024-06-03 15:03:20+00:00,193.91,193.91,193.91,193.91,7,1,193.91
2024-06-03 15:03:21+00:00,193.91,193.91,193.91,193.91,5,1,193.91
2024-06-03 15:03:22+00:00,193.92,193.92,193.92,193.92,3,1,193.92
2024-06-03 15:03:23+00:00,193.92,193.92,193.92,193.92,18,4,193.92000000000002
2024-06-03 15:03:24+00:00,,,,,0,0,
2024-06-03 15:03:25+00:00,,,,,0,0,
2024-06-03 15:03:26+00:00,193.91,193.91,193.88,193.88,705,7,193.89425531914895
2024-06-03 15:03:27+00:00,193.89,193.89,193.87,193.87,512,7,193.87234375
2024-06-03 15:03:28+00:00,,,,,0,0,
2024-06-03 15:03:29+00:00,193.87,193.87,193.86,193.86,650,9,193.86923076923077
2024-06-03 15:03:30+00:00,,,,,0,0,
2024-06-03 15:03:31+00:00,193.85,193.85,193.81,193.81,2861,47,193.8276546662006
2024-06-03 15:03:32+00:00,193.81,193.81,193.79,193.79,719,22,193.8010152990264
2024-06-03 15:03:33+00:00,193.8,193.8,193.8,193.8,28,1,193.8
2024-06-03 15:03:34+00:00,193.78,193.79,193.78,193.79,1142,8,193.78203152364273
2024-06-03 15:03:35+00:00,193.785,193.79,193.78,193.78,443,5,193.78492099322798
2024-06-03 15:03:36+00:00,,,,,0,0,
2024-06-03 15:03:37+00:00,,,,,0,0,
2024-06-03 15:03:38+00:00,193.79,193.79,193.79,193.79,2,1,193.79
2024-06-03 15:03:39+00:00,193.79,193.79,193.79,193.79,709,13,193.79
2024-06-03 15:03:40+00:00,,,,,0,0,
2024-06-03 15:03:41+00:00,193.79,193.8,193.79,193.79,3046,20,193.79966513460272
2024-06-03 15:03:42+00:00,193.79,193.79,193.79,193.79,300,5,193.79
2024-06-03 15:03:43+00:00,193.78,193.79,193.78,193.79,2607,16,193.78000383582662
2024-06-03 15:03:44+00:00,193.79,193.79,193.79,193.79,52,2,193.79
2024-06-03 15:03:45+00:00,,,,,0,0,
2024-06-03 15:03:46+00:00,193.79,193.79,193.79,193.79,234,3,193.79
2024-06-03 15:03:47+00:00,193.79,193.81,193.79,193.81,588,8,193.79023809523807
2024-06-03 15:03:48+00:00,,,,,0,0,
2024-06-03 15:03:49+00:00,,,,,0,0,
2024-06-03 15:03:50+00:00,193.79,193.79,193.79,193.79,900,2,193.79
2024-06-03 15:03:51+00:00,193.785,193.785,193.75,193.75,2016,27,193.76822172619046
2024-06-03 15:03:52+00:00,193.76,193.76,193.75,193.75,1176,15,193.75233843537416
2024-06-03 15:03:53+00:00,193.76,193.76,193.76,193.76,100,1,193.76
2024-06-03 15:03:54+00:00,,,,,0,0,
2024-06-03 15:03:55+00:00,193.75,193.76,193.75,193.75,1366,20,193.75698389458276
2024-06-03 15:03:56+00:00,193.76,193.76,193.76,193.76,1,1,193.76
2024-06-03 15:03:57+00:00,193.75,193.76,193.75,193.76,1193,18,193.75367141659683
2024-06-03 15:03:58+00:00,,,,,0,0,
2024-06-03 15:03:59+00:00,,,,,0,0,
2024-06-03 15:04:00+00:00,,,,,0,0,
2024-06-03 15:04:01+00:00,193.75,193.75,193.75,193.75,4,2,193.75
2024-06-03 15:04:02+00:00,193.76,193.76,193.76,193.76,912,20,193.76
2024-06-03 15:04:03+00:00,193.76,193.76,193.76,193.76,400,4,193.76
2024-06-03 15:04:04+00:00,193.77,193.775,193.77,193.775,1125,13,193.77044444444445
2024-06-03 15:04:05+00:00,193.775,193.78,193.775,193.78,395,5,193.77869620253162
2024-06-03 15:04:06+00:00,,,,,0,0,
2024-06-03 15:04:07+00:00,193.775,193.775,193.775,193.775,100,1,193.775
2024-06-03 15:04:08+00:00,193.77,193.77,193.73,193.76,3329,41,193.7481135476119
2024-06-03 15:04:09+00:00,,,,,0,0,
2024-06-03 15:04:10+00:00,193.76,193.76,193.75,193.76,383,7,193.7534725848564
2024-06-03 15:04:11+00:00,193.74,193.74,193.7,193.71,2845,31,193.7051107205624
2024-06-03 15:04:12+00:00,193.72,193.72,193.7,193.71,296,15,193.70402027027026
2024-06-03 15:04:13+00:00,193.71,193.71,193.71,193.71,1,1,193.71
2024-06-03 15:04:14+00:00,193.71,193.71,193.71,193.71,200,2,193.71
2024-06-03 15:04:15+00:00,193.71,193.71,193.7,193.7,501,5,193.7059880239521
2024-06-03 15:04:16+00:00,193.7,193.7,193.7,193.7,1163,26,193.7
2024-06-03 15:04:17+00:00,,,,,0,0,
2024-06-03 15:04:18+00:00,,,,,0,0,
2024-06-03 15:04:19+00:00,193.705,193.705,193.705,193.705,127,2,193.705
2024-06-03 15:04:20+00:00,193.705,193.705,193.7,193.7,415,10,193.70062650602412
2024-06-03 15:04:21+00:00,193.71,193.71,193.71,193.71,220,3,193.70999999999998
2024-06-03 15:04:22+00:00,193.7,193.73,193.7,193.73,756,23,193.72105820105818
2024-06-03 15:04:23+00:00,,,,,0,0,
2024-06-03 15:04:24+00:00,,,,,0,0,
2024-06-03 15:04:25+00:00,,,,,0,0,
2024-06-03 15:04:26+00:00,,,,,0,0,
2024-06-03 15:04:27+00:00,193.72,193.72,193.72,193.72,1,1,193.72
2024-06-03 15:04:28+00:00,,,,,0,0,
2024-06-03 15:04:29+00:00,,,,,0,0,
2024-06-03 15:04:30+00:00,,,,,0,0,
2024-06-03 15:04:31+00:00,193.73,193.74,193.73,193.74,1300,16,193.73384615384614
2024-06-03 15:04:32+00:00,193.75,193.75,193.75,193.75,11,1,193.75
2024-06-03 15:04:33+00:00,,,,,0,0,
2024-06-03 15:04:34+00:00,193.75,193.81,193.75,193.81,2857,37,193.77885194259716
2024-06-03 15:04:35+00:00,193.8,193.8,193.8,193.8,400,3,193.8
2024-06-03 15:04:36+00:00,,,,,0,0,
2024-06-03 15:04:37+00:00,,,,,0,0,
2024-06-03 15:04:38+00:00,,,,,0,0,
2024-06-03 15:04:39+00:00,,,,,0,0,
2024-06-03 15:04:40+00:00,193.79,193.79,193.79,193.79,539,15,193.79
2024-06-03 15:04:41+00:00,193.8,193.8,193.8,193.8,328,7,193.80000000000004
2024-06-03 15:04:42+00:00,,,,,0,0,
2024-06-03 15:04:43+00:00,193.81,193.82,193.81,193.82,2291,26,193.81703622872107
2024-06-03 15:04:44+00:00,193.82,193.82,193.82,193.82,400,2,193.82
2024-06-03 15:04:45+00:00,193.82,193.83,193.82,193.83,200,2,193.825
2024-06-03 15:04:46+00:00,193.82,193.82,193.82,193.82,44,1,193.82
2024-06-03 15:04:47+00:00,,,,,0,0,
2024-06-03 15:04:48+00:00,,,,,0,0,
2024-06-03 15:04:49+00:00,,,,,0,0,
2024-06-03 15:04:50+00:00,193.83,193.84,193.83,193.84,901,12,193.83110987791343
2024-06-03 15:04:51+00:00,,,,,0,0,
2024-06-03 15:04:52+00:00,193.83,193.84,193.83,193.83,1336,16,193.83538173652695
2024-06-03 15:04:53+00:00,,,,,0,0,
2024-06-03 15:04:54+00:00,,,,,0,0,
2024-06-03 15:04:55+00:00,193.83,193.83,193.83,193.83,100,1,193.83
2024-06-03 15:04:56+00:00,,,,,0,0,
2024-06-03 15:04:57+00:00,193.83,193.83,193.83,193.83,4,1,193.83
2024-06-03 15:04:58+00:00,193.82,193.82,193.82,193.82,43,1,193.82
2024-06-03 15:04:59+00:00,,,,,0,0,
2024-06-03 15:05:00+00:00,193.82,193.82,193.81,193.82,1238,17,193.81501615508884
2024-06-03 15:05:01+00:00,193.825,193.825,193.825,193.825,100,1,193.825
2024-06-03 15:05:02+00:00,193.83,193.84,193.83,193.84,1160,20,193.83418103448275
2024-06-03 15:05:03+00:00,193.84,193.85,193.84,193.85,959,19,193.84009384775808
2024-06-03 15:05:04+00:00,,,,,0,0,
2024-06-03 15:05:05+00:00,193.87,193.87,193.84,193.85,1096,18,193.85128649635038
2024-06-03 15:05:06+00:00,,,,,0,0,
2024-06-03 15:05:07+00:00,193.85,193.85,193.85,193.85,10,2,193.85
2024-06-03 15:05:08+00:00,193.84,193.85,193.84,193.85,280,8,193.84660714285715
2024-06-03 15:05:09+00:00,193.86,193.86,193.84,193.84,3503,30,193.85678561233232
2024-06-03 15:05:10+00:00,193.83,193.83,193.8,193.8,1540,22,193.810012987013
2024-06-03 15:05:11+00:00,193.79,193.79,193.785,193.79,851,12,193.7894124559342
2024-06-03 15:05:12+00:00,,,,,0,0,
2024-06-03 15:05:13+00:00,193.78,193.79,193.78,193.79,275,4,193.78727272727272
2024-06-03 15:05:14+00:00,,,,,0,0,
2024-06-03 15:05:15+00:00,193.79,193.8,193.79,193.8,700,10,193.79714285714286
2024-06-03 15:05:16+00:00,193.8,193.8,193.8,193.8,26,2,193.8
2024-06-03 15:05:17+00:00,,,,,0,0,
2024-06-03 15:05:18+00:00,193.805,193.81,193.805,193.81,712,16,193.80998595505616
2024-06-03 15:05:19+00:00,193.82,193.84,193.81,193.81,1145,19,193.82048908296943
2024-06-03 15:05:20+00:00,193.82,193.82,193.82,193.82,85,3,193.82000000000002
2024-06-03 15:05:21+00:00,193.82,193.82,193.81,193.81,102,3,193.81019607843137
2024-06-03 15:05:22+00:00,193.8,193.8,193.8,193.8,700,9,193.8
2024-06-03 15:05:23+00:00,193.79,193.79,193.77,193.77,660,13,193.77562121212122
2024-06-03 15:05:24+00:00,,,,,0,0,
2024-06-03 15:05:25+00:00,193.775,193.78,193.775,193.78,11,4,193.77772727272725
2024-06-03 15:05:26+00:00,,,,,0,0,
2024-06-03 15:05:27+00:00,,,,,0,0,
2024-06-03 15:05:28+00:00,193.8,193.81,193.8,193.81,500,7,193.802
2024-06-03 15:05:29+00:00,193.82,193.83,193.82,193.83,425,7,193.8270588235294
2024-06-03 15:05:30+00:00,,,,,0,0,
2024-06-03 15:05:31+00:00,,,,,0,0,
2024-06-03 15:05:32+00:00,193.83,193.83,193.83,193.83,95,1,193.83
2024-06-03 15:05:33+00:00,193.81,193.81,193.81,193.81,7,1,193.81
2024-06-03 15:05:34+00:00,193.81,193.81,193.8,193.8,794,9,193.80777078085643
2024-06-03 15:05:35+00:00,193.78,193.78,193.78,193.78,329,6,193.77999999999997
2024-06-03 15:05:36+00:00,193.78,193.78,193.78,193.78,77,3,193.78
2024-06-03 15:05:37+00:00,193.77,193.77,193.76,193.77,1158,18,193.76645941278065
2024-06-03 15:05:38+00:00,193.76,193.76,193.76,193.76,196,3,193.76
2024-06-03 15:05:39+00:00,,,,,0,0,
2024-06-03 15:05:40+00:00,193.75,193.75,193.74,193.74,1242,16,193.74736714975847
2024-06-03 15:05:41+00:00,,,,,0,0,
2024-06-03 15:05:42+00:00,193.735,193.735,193.725,193.725,1133,9,193.7313283318623
2024-06-03 15:05:43+00:00,193.725,193.735,193.725,193.735,2581,16,193.727206509105
2024-06-03 15:05:44+00:00,,,,,0,0,
2024-06-03 15:05:45+00:00,193.73,193.73,193.73,193.73,165,2,193.73
2024-06-03 15:05:46+00:00,193.73,193.73,193.73,193.73,1,1,193.73
2024-06-03 15:05:47+00:00,193.73,193.73,193.73,193.73,17,1,193.73
2024-06-03 15:05:48+00:00,193.73,193.73,193.73,193.73,183,2,193.73
2024-06-03 15:05:49+00:00,193.73,193.74,193.73,193.74,103,2,193.73029126213592
2024-06-03 15:05:50+00:00,,,,,0,0,
2024-06-03 15:05:51+00:00,193.74,193.76,193.74,193.76,1534,16,193.74391134289442
2024-06-03 15:05:52+00:00,,,,,0,0,
2024-06-03 15:05:53+00:00,,,,,0,0,
2024-06-03 15:05:54+00:00,193.76,193.76,193.75,193.75,376,7,193.75002659574466
2024-06-03 15:05:55+00:00,193.76,193.76,193.76,193.76,200,2,193.76
2024-06-03 15:05:56+00:00,193.77,193.77,193.77,193.77,766,9,193.77
2024-06-03 15:05:57+00:00,193.78,193.78,193.78,193.78,100,1,193.78
2024-06-03 15:05:58+00:00,193.77,193.77,193.77,193.77,5,1,193.77
2024-06-03 15:05:59+00:00,193.76,193.76,193.76,193.76,345,4,193.76
2024-06-03 15:06:00+00:00,193.78,193.78,193.78,193.78,4,2,193.78
2024-06-03 15:06:01+00:00,,,,,0,0,
2024-06-03 15:06:02+00:00,193.76,193.76,193.76,193.76,500,5,193.76
2024-06-03 15:06:03+00:00,193.76,193.76,193.76,193.76,2,1,193.76
2024-06-03 15:06:04+00:00,,,,,0,0,
2024-06-03 15:06:05+00:00,193.75,193.75,193.73,193.73,1476,22,193.7388211382114
2024-06-03 15:06:06+00:00,193.73,193.73,193.72,193.72,979,14,193.72080694586313
2024-06-03 15:06:07+00:00,193.72,193.72,193.72,193.72,300,3,193.72
2024-06-03 15:06:08+00:00,193.71,193.71,193.71,193.71,1,1,193.71
2024-06-03 15:06:09+00:00,,,,,0,0,
2024-06-03 15:06:10+00:00,,,,,0,0,
2024-06-03 15:06:11+00:00,193.71,193.71,193.71,193.71,1010,11,193.71
2024-06-03 15:06:12+00:00,193.71,193.71,193.71,193.71,85,2,193.70999999999998
2024-06-03 15:06:13+00:00,193.7,193.7,193.67,193.67,2559,32,193.68139898397808
2024-06-03 15:06:14+00:00,193.67,193.68,193.67,193.68,1242,20,193.67958937198065
2024-06-03 15:06:15+00:00,,,,,0,0,
2024-06-03 15:06:16+00:00,,,,,0,0,
2024-06-03 15:06:17+00:00,,,,,0,0,
2024-06-03 15:06:18+00:00,193.71,193.71,193.71,193.71,3,1,193.71
2024-06-03 15:06:19+00:00,193.71,193.71,193.705,193.705,104,3,193.70504807692308
2024-06-03 15:06:20+00:00,193.7,193.7,193.68,193.68,643,13,193.6911975116641
2024-06-03 15:06:21+00:00,193.67,193.67,193.67,193.67,1130,10,193.67000000000002
2024-06-03 15:06:22+00:00,193.68,193.68,193.67,193.67,770,18,193.67597402597406
2024-06-03 15:06:23+00:00,193.67,193.67,193.66,193.66,1277,14,193.66000783085357
2024-06-03 15:06:24+00:00,193.66,193.66,193.66,193.66,100,1,193.66
2024-06-03 15:06:25+00:00,,,,,0,0,
2024-06-03 15:06:26+00:00,,,,,0,0,
2024-06-03 15:06:27+00:00,,,,,0,0,
2024-06-03 15:06:28+00:00,,,,,0,0,
2024-06-03 15:06:29+00:00,193.66,193.66,193.66,193.66,1,1,193.66
2024-06-03 15:06:30+00:00,193.65,193.65,193.64,193.65,1669,23,193.64939484721393
2024-06-03 15:06:31+00:00,193.65,193.65,193.63,193.63,1019,18,193.63792934249264
2024-06-03 15:06:32+00:00,193.62,193.62,193.62,193.62,114,3,193.62
2024-06-03 15:06:33+00:00,193.63,193.64,193.62,193.64,651,14,193.6316282642089
2024-06-03 15:06:34+00:00,193.64,193.64,193.64,193.64,500,6,193.64
2024-06-03 15:06:35+00:00,193.65,193.65,193.65,193.65,100,1,193.65
2024-06-03 15:06:36+00:00,193.64,193.64,193.63,193.63,797,7,193.63611041405267
2024-06-03 15:06:37+00:00,193.64,193.64,193.61,193.61,275,8,193.6189090909091
2024-06-03 15:06:38+00:00,193.61,193.61,193.59,193.59,1053,19,193.59907882241214
2024-06-03 15:06:39+00:00,193.6,193.62,193.6,193.62,6338,14,193.6017355632692
2024-06-03 15:06:40+00:00,193.61,193.61,193.59,193.59,463,11,193.6060475161987
